SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1","<","4.27","4.27","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11","<","4.04","4.04","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12","<","4.46","4.46","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13","<","4.05","4.05","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14","<","4.3","4.3","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15","<","3.73","3.73","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01","<","7.95","7.95","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02","<","6.6","6.6","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03","<","5.54","5.54","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.03","-0.04","<","5.73","5.73","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.04","-0.05","<","5.65","5.65","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.05","-0.06","<","5.59","5.59","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.06","-0.07","<","5.05","5.05","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.07","-0.08","<","5.19","5.19","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.08","-0.09","<","4.79","4.79","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IH0531","2017-09-21 12:00","S.SURFACE","0","-0.03","<","2.68","2.68","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1","<","4.27","4.27","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11","<","4.04","4.04","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12","<","4.46","4.46","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13","<","4.05","4.05","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14","<","4.3","4.3","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15","<","3.73","3.73","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01","<","7.95","7.95","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02","<","6.6","6.6","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03","<","5.54","5.54","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.03","-0.04","<","5.73","5.73","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.04","-0.05","<","5.65","5.65","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.05","-0.06","<","5.59","5.59","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.06","-0.07","<","5.05","5.05","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.07","-0.08","<","5.19","5.19","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.08","-0.09","<","5.13","5.13","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.SURFACE","0","-0.03"," ","5.87","5.35","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1","<","8.53","8.53","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11","<","8.08","8.08","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12","<","8.92","8.92","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13","<","8.11","8.11","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14","<","8.59","8.59","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15"," ","8.05","7.46","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01","<","15.9","15.9","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02","<","13.2","13.2","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03","<","11.1","11.1","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.03","-0.04","<","11.5","11.5","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.04","-0.05","<","11.3","11.3","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.05","-0.06","<","11.2","11.2","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.06","-0.07","<","10.1","10.1","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.07","-0.08","<","10.4","10.4","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.08","-0.09","<","10.3","10.3","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.SURFACE","0","-0.03"," ","6.6","2.68","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1"," ","7.58","4.27","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11"," ","7.69","4.04","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12"," ","7.91","4.46","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13"," ","7.51","4.05","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14"," ","6.48","4.3","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15"," ","8.41","3.73","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01"," ","8.13","7.95","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02"," ","7.71","6.6","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03"," ","7.65","5.54","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.03","-0.04"," ","9.7","5.73","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.04","-0.05"," ","8.41","5.65","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.05","-0.06"," ","8.6","5.59","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.06","-0.07"," ","8.78","5.05","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.07","-0.08"," ","8.99","5.19","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.08","-0.09"," ","9.06","5.13","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.SURFACE","0","-0.03"," ","7.71","2.68","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1"," ","7.52","4.27","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11"," ","7.7","4.04","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12"," ","9.17","4.46","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13"," ","9.61","4.05","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14"," ","8.99","4.3","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15"," ","8.96","3.73","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01"," ","9.24","7.95","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02"," ","9.26","6.6","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03"," ","8.37","5.54","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.03","-0.04"," ","8.82","5.73","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.04","-0.05"," ","9.15","5.65","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.05","-0.06"," ","7.71","5.59","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.06","-0.07"," ","8.56","5.05","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.07","-0.08"," ","9.2","5.19","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.08","-0.09"," ","10","5.13","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.SURFACE","0","-0.03"," ","75.5","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1"," ","89","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11"," ","90.1","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12"," ","88.5","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13"," ","97.9","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14"," ","93.1","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15"," ","86.2","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01"," ","87.8","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02"," ","94.5","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03"," ","93.5","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.03","-0.04"," ","96.1","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.04","-0.05"," ","93.5","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.05","-0.06"," ","79.1","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.06","-0.07"," ","88.1","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.07","-0.08"," ","91.9","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.08","-0.09"," ","98.8","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IH0531","2017-09-21 12:00","S.SURFACE","0","-0.03","<","2.68","2.68","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1","<","4.27","4.27","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11","<","4.04","4.04","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12","<","4.46","4.46","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13","<","4.05","4.05","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14","<","4.3","4.3","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15","<","3.73","3.73","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01","<","7.95","7.95","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02","<","6.6","6.6","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03","<","5.54","5.54","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.03","-0.04","<","5.73","5.73","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.04","-0.05","<","5.65","5.65","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.05","-0.06","<","5.59","5.59","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.06","-0.07","<","5.05","5.05","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.07","-0.08","<","5.19","5.19","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.08","-0.09","<","4.79","4.79","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IH0531","2017-09-21 12:00","S.SURFACE","0","-0.03","<","2.68","2.68","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1","<","4.27","4.27","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11","<","4.04","4.04","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12","<","4.46","4.46","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13","<","4.05","4.05","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14","<","4.3","4.3","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15","<","3.73","3.73","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01","<","7.95","7.95","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02","<","6.6","6.6","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03","<","5.54","5.54","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.03","-0.04","<","5.73","5.73","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.04","-0.05","<","5.65","5.65","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.05","-0.06","<","5.59","5.59","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.06","-0.07","<","5.05","5.05","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.07","-0.08","<","5.19","5.19","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.08","-0.09","<","5.13","5.13","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.SURFACE","0","-0.03"," ","13","2.68","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.09","-0.1"," ","7.75","4.27","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.1","-0.11"," ","18","4.04","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.11","-0.12"," ","19.2","4.46","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.12","-0.13"," ","18","4.05","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.13","-0.14"," ","13.7","4.3","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.14","-0.15"," ","20","3.73","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","0","-0.01"," ","9.14","7.95","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.01","-0.02"," ","7.78","6.6","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IH0531","2017-09-21 12:00","S.CORE","-0.02","-0.03"," ","17.6","5.54","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
