"Date
 (dd-mm-yyyy)",Lake,Satellite Sensor,Bloom Extent (KM2),Bloom Extent (% of Lake Area),Bloom Intensity (µg/L),Bloom Severity (µg/L km2),"Valid Pixels
 (% of Lake Area)"
20/09/2016,Lake Erie,OLCI-S3,313.02,1.17,27.41,8579.91,99.81
21/09/2016,Lake Erie,OLCI-S3,287.46,1.08,27.87,8010.94,99.83
22/09/2016,Lake Erie,OLCI-S3,262.8,0.98,27.75,7293.44,99.83
23/09/2016,Lake Erie,OLCI-S3,259.56,0.97,26.19,6797.28,99.82
24/09/2016,Lake Erie,OLCI-S3,258.57,0.97,26.13,6757.34,99.85
25/09/2016,Lake Erie,OLCI-S3,252.27,0.95,27.92,7044.29,99.86
26/09/2016,Lake Erie,OLCI-S3,252.27,0.95,27.92,7044.29,99.86
27/09/2016,Lake Erie,OLCI-S3,187.29,0.7,30.81,5769.69,99.29
28/09/2016,Lake Erie,OLCI-S3,187.38,0.7,30.8,5771.1,99.29
29/09/2016,Lake Erie,OLCI-S3,184.32,0.69,30.99,5711.75,99.42
30/09/2016,Lake Erie,OLCI-S3,184.32,0.69,30.99,5711.75,99.42
01/10/2016,Lake Erie,OLCI-S3,184.32,0.69,30.99,5711.75,99.42
02/10/2016,Lake Erie,OLCI-S3,180.45,0.68,31.88,5752.67,99.21
03/10/2016,Lake Erie,OLCI-S3,180.36,0.68,31.87,5748.81,99.21
04/10/2016,Lake Erie,OLCI-S3,179.73,0.67,31.94,5740.52,99.21
05/10/2016,Lake Erie,OLCI-S3,180.36,0.68,32.12,5793.99,99.07
06/10/2016,Lake Erie,OLCI-S3,191.7,0.72,33.75,6469.2,99.45
07/10/2016,Lake Erie,OLCI-S3,183.42,0.69,34.53,6333.8,99.7
08/10/2016,Lake Erie,OLCI-S3,184.68,0.69,34.38,6349.69,99.67
09/10/2016,Lake Erie,OLCI-S3,164.7,0.62,33,5435.69,99.59
10/10/2016,Lake Erie,OLCI-S3,180.99,0.68,32.62,5903.77,99.73
11/10/2016,Lake Erie,OLCI-S3,177.75,0.67,31.64,5623.83,99.95
12/10/2016,Lake Erie,OLCI-S3,177.93,0.67,31.62,5626.11,99.95
13/10/2016,Lake Erie,OLCI-S3,179.28,0.67,31.49,5646.39,99.95
14/10/2016,Lake Erie,OLCI-S3,185.94,0.7,32.12,5972.32,99.98
15/10/2016,Lake Erie,OLCI-S3,174.33,0.65,32.43,5653.38,100
16/10/2016,Lake Erie,OLCI-S3,176.49,0.66,32.36,5711.64,100
17/10/2016,Lake Erie,OLCI-S3,176.85,0.66,32.32,5716.61,100
18/10/2016,Lake Erie,OLCI-S3,170.55,0.64,30.84,5260.14,100
19/10/2016,Lake Erie,OLCI-S3,168.75,0.63,30.83,5203.25,100
20/10/2016,Lake Erie,OLCI-S3,169.2,0.63,30.36,5136.32,100
21/10/2016,Lake Erie,OLCI-S3,172.17,0.65,30.06,5176.02,100
22/10/2016,Lake Erie,OLCI-S3,176.67,0.66,29.45,5202.95,100
23/10/2016,Lake Erie,OLCI-S3,174.69,0.65,29.64,5178.28,100
24/10/2016,Lake Erie,OLCI-S3,168.12,0.63,29.04,4882.76,100
25/10/2016,Lake Erie,OLCI-S3,174.96,0.66,29.74,5202.84,99.99
26/10/2016,Lake Erie,OLCI-S3,174.87,0.66,29.74,5201.02,99.99
27/10/2016,Lake Erie,OLCI-S3,174.87,0.66,29.74,5201.02,99.99
28/10/2016,Lake Erie,OLCI-S3,167.67,0.63,28.43,4767.65,99.98
29/10/2016,Lake Erie,OLCI-S3,173.52,0.65,26.52,4602.32,99.92
30/10/2016,Lake Erie,OLCI-S3,173.52,0.65,26.52,4602.32,99.92
31/10/2016,Lake Erie,OLCI-S3,174.06,0.65,26.48,4609.06,99.93
01/06/2017,Lake Erie,OLCI-S3,289.08,1.08,31.43,9084.89,99.91
02/06/2017,Lake Erie,OLCI-S3,279.36,1.05,32.11,8970,99.94
03/06/2017,Lake Erie,OLCI-S3,256.32,0.96,33.32,8541.02,99.95
04/06/2017,Lake Erie,OLCI-S3,255.33,0.96,33.4,8527.08,99.95
05/06/2017,Lake Erie,OLCI-S3,262.71,0.98,32.7,8589.96,99.95
06/06/2017,Lake Erie,OLCI-S3,333.63,1.25,30.16,10062.31,99.79
07/06/2017,Lake Erie,OLCI-S3,312.3,1.17,31.4,9804.66,99.79
08/06/2017,Lake Erie,OLCI-S3,311.13,1.17,31.46,9787.81,99.79
09/06/2017,Lake Erie,OLCI-S3,311.13,1.17,31.46,9787.81,99.79
10/06/2017,Lake Erie,OLCI-S3,279.63,1.05,32.56,9104.7,99.94
11/06/2017,Lake Erie,OLCI-S3,218.88,0.82,39.04,8545.53,99.96
12/06/2017,Lake Erie,OLCI-S3,196.47,0.74,41.61,8175.63,99.96
13/06/2017,Lake Erie,OLCI-S3,162.27,0.61,46.27,7509.03,99.97
14/06/2017,Lake Erie,OLCI-S3,158.31,0.59,44.64,7067.4,99.97
15/06/2017,Lake Erie,OLCI-S3,158.22,0.59,44.66,7065.92,99.97
16/06/2017,Lake Erie,OLCI-S3,154.44,0.58,44.5,6872.6,99.97
17/06/2017,Lake Erie,OLCI-S3,153.63,0.58,44.08,6772.58,99.97
18/06/2017,Lake Erie,OLCI-S3,153.63,0.58,44.05,6766.96,99.97
19/06/2017,Lake Erie,OLCI-S3,153,0.57,44.03,6736.64,99.98
20/06/2017,Lake Erie,OLCI-S3,153.18,0.57,41.63,6377.1,99.97
21/06/2017,Lake Erie,OLCI-S3,149.58,0.56,49.82,7452.34,99.97
22/06/2017,Lake Erie,OLCI-S3,149.67,0.56,49.8,7453.31,99.97
23/06/2017,Lake Erie,OLCI-S3,149.67,0.56,49.8,7453.31,99.97
24/06/2017,Lake Erie,OLCI-S3,150.21,0.56,53.05,7968.78,99.93
25/06/2017,Lake Erie,OLCI-S3,149.49,0.56,56.06,8379.72,99.66
26/06/2017,Lake Erie,OLCI-S3,151.29,0.57,58.53,8855.08,99.86
27/06/2017,Lake Erie,OLCI-S3,152.37,0.57,59.64,9087.71,99.83
28/06/2017,Lake Erie,OLCI-S3,154.26,0.58,63.61,9811.74,99.74
29/06/2017,Lake Erie,OLCI-S3,154.17,0.58,63.57,9800.73,99.71
30/06/2017,Lake Erie,OLCI-S3,155.52,0.58,63.13,9817.31,99.88
01/07/2017,Lake Erie,OLCI-S3,156.42,0.59,65.44,10235.91,99.88
02/07/2017,Lake Erie,OLCI-S3,156.33,0.59,65.62,10258.78,99.87
03/07/2017,Lake Erie,OLCI-S3,157.86,0.59,64.58,10194.13,99.72
04/07/2017,Lake Erie,OLCI-S3,158.4,0.59,63.36,10035.7,99.99
05/07/2017,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99
06/07/2017,Lake Erie,OLCI-S3,158.4,0.59,62.42,9886.96,99.99
07/07/2017,Lake Erie,OLCI-S3,157.14,0.59,62.8,9869.02,99.99
08/07/2017,Lake Erie,OLCI-S3,155.43,0.58,61.65,9582.82,99.99
09/07/2017,Lake Erie,OLCI-S3,154.08,0.58,60.88,9381.11,99.99
10/07/2017,Lake Erie,OLCI-S3,153,0.57,59.34,9079.49,99.99
11/07/2017,Lake Erie,OLCI-S3,153.54,0.58,57.58,8840.11,99.99
12/07/2017,Lake Erie,OLCI-S3,153.45,0.58,57.55,8831.78,99.99
13/07/2017,Lake Erie,OLCI-S3,153.54,0.58,57.54,8834.28,99.99
14/07/2017,Lake Erie,OLCI-S3,152.82,0.57,56.25,8596.25,99.97
15/07/2017,Lake Erie,OLCI-S3,160.47,0.6,54.23,8701.94,99.98
16/07/2017,Lake Erie,OLCI-S3,161.55,0.61,53.03,8567.71,100
17/07/2017,Lake Erie,OLCI-S3,167.85,0.63,50.33,8448.65,99.99
18/07/2017,Lake Erie,OLCI-S3,169.74,0.64,48.52,8236.38,99.98
19/07/2017,Lake Erie,OLCI-S3,181.17,0.68,47.1,8532.6,99.98
20/07/2017,Lake Erie,OLCI-S3,173.16,0.65,36.33,6291.42,99.99
21/07/2017,Lake Erie,OLCI-S3,173.25,0.65,36.32,6292.11,99.99
22/07/2017,Lake Erie,OLCI-S3,124.38,0.47,33.41,4155.32,99.93
23/07/2017,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97
24/07/2017,Lake Erie,OLCI-S3,121.59,0.46,33.45,4067.21,99.97
25/07/2017,Lake Erie,OLCI-S3,121.14,0.45,34.67,4199.55,99.97
26/07/2017,Lake Erie,OLCI-S3,120.78,0.45,30.82,3722.29,99.98
27/07/2017,Lake Erie,OLCI-S3,118.26,0.44,30.31,3584.67,99.98
28/07/2017,Lake Erie,OLCI-S3,119.88,0.45,28.12,3371.48,99.98
29/07/2017,Lake Erie,OLCI-S3,109.53,0.41,28.39,3110.07,99.98
30/07/2017,Lake Erie,OLCI-S3,225.9,0.85,27.48,6208.66,100
31/07/2017,Lake Erie,OLCI-S3,290.88,1.09,27.31,7944.6,100
01/08/2017,Lake Erie,OLCI-S3,300.51,1.13,27.38,8229.17,100
02/08/2017,Lake Erie,OLCI-S3,304.02,1.14,27.52,8366.54,99.99
03/08/2017,Lake Erie,OLCI-S3,318.96,1.2,31.01,9891.91,99.98
04/08/2017,Lake Erie,OLCI-S3,318.33,1.19,31,9869.69,99.98
05/08/2017,Lake Erie,OLCI-S3,318.69,1.19,31.03,9889.11,99.98
06/08/2017,Lake Erie,OLCI-S3,339.57,1.27,31.07,10548.91,99.98
07/08/2017,Lake Erie,OLCI-S3,372.33,1.4,30.99,11537.28,100
08/08/2017,Lake Erie,OLCI-S3,458.46,1.72,30.52,13991.92,100
09/08/2017,Lake Erie,OLCI-S3,505.53,1.89,30.5,15420.54,99.99
10/08/2017,Lake Erie,OLCI-S3,667.44,2.5,32.48,21675.38,100
11/08/2017,Lake Erie,OLCI-S3,653.76,2.45,31.61,20668.56,100
12/08/2017,Lake Erie,OLCI-S3,627.3,2.35,30.73,19276.43,100
13/08/2017,Lake Erie,OLCI-S3,640.62,2.4,31.35,20084.91,100
14/08/2017,Lake Erie,OLCI-S3,736.2,2.76,33.35,24549.99,100
15/08/2017,Lake Erie,OLCI-S3,736.11,2.76,33.58,24718.57,100
16/08/2017,Lake Erie,OLCI-S3,724.95,2.72,32.31,23422.05,100
17/08/2017,Lake Erie,OLCI-S3,751.68,2.82,33.37,25085.97,100
18/08/2017,Lake Erie,OLCI-S3,756.9,2.84,33.71,25513.28,99.99
19/08/2017,Lake Erie,OLCI-S3,759.24,2.85,34.53,26214.13,99.99
20/08/2017,Lake Erie,OLCI-S3,758.97,2.84,34.62,26276.83,100
21/08/2017,Lake Erie,OLCI-S3,765.9,2.87,36.21,27733.16,100
22/08/2017,Lake Erie,OLCI-S3,767.61,2.88,36.5,28015.77,99.98
23/08/2017,Lake Erie,OLCI-S3,765.36,2.87,35.57,27220.1,100
24/08/2017,Lake Erie,OLCI-S3,639.45,2.4,38.27,24473.8,100
25/08/2017,Lake Erie,OLCI-S3,652.32,2.44,39.51,25772.58,100
26/08/2017,Lake Erie,OLCI-S3,742.23,2.78,38.36,28474.76,100
27/08/2017,Lake Erie,OLCI-S3,750.6,2.81,37.94,28475.14,100
28/08/2017,Lake Erie,OLCI-S3,726.21,2.72,36.46,26477.69,100
29/08/2017,Lake Erie,OLCI-S3,745.47,2.79,36.45,27174.1,100
30/08/2017,Lake Erie,OLCI-S3,862.11,3.23,36.42,31401.15,100
31/08/2017,Lake Erie,OLCI-S3,860.94,3.23,36.46,31387.55,100
01/09/2017,Lake Erie,OLCI-S3,862.29,3.23,36.44,31425.12,100
02/09/2017,Lake Erie,OLCI-S3,846.99,3.17,35.38,29965.24,99.99
03/09/2017,Lake Erie,OLCI-S3,840.69,3.15,35.24,29625.24,99.99
04/09/2017,Lake Erie,OLCI-S3,803.16,3.01,34.12,27404.62,99.99
05/09/2017,Lake Erie,OLCI-S3,803.16,3.01,34.12,27404.62,99.99
06/09/2017,Lake Erie,OLCI-S3,830.34,3.11,33.55,27856.5,99.99
07/09/2017,Lake Erie,OLCI-S3,821.61,3.08,33.13,27218.05,99.99
08/09/2017,Lake Erie,OLCI-S3,805.59,3.02,32.31,26026.28,99.99
09/09/2017,Lake Erie,OLCI-S3,766.8,2.87,33.34,25564.5,99.98
10/09/2017,Lake Erie,OLCI-S3,887.67,3.33,32.94,29243.76,99.94
11/09/2017,Lake Erie,OLCI-S3,1062.99,3.98,31.72,33721.23,100
12/09/2017,Lake Erie,OLCI-S3,1055.79,3.96,31.26,33000.83,100
13/09/2017,Lake Erie,OLCI-S3,1040.22,3.9,32.04,33330.21,99.99
14/09/2017,Lake Erie,OLCI-S3,1035.63,3.88,32.41,33562.08,99.99
15/09/2017,Lake Erie,OLCI-S3,1218.87,4.57,30.61,37310.83,100
16/09/2017,Lake Erie,OLCI-S3,1223.01,4.58,30.65,37486.48,100
17/09/2017,Lake Erie,OLCI-S3,1231.47,4.62,30.7,37807.24,100
18/09/2017,Lake Erie,OLCI-S3,1264.59,4.74,31.27,39543.1,100
19/09/2017,Lake Erie,OLCI-S3,1264.32,4.74,31.27,39536.68,100
20/09/2017,Lake Erie,OLCI-S3,1254.51,4.7,31.75,39831.19,100
21/09/2017,Lake Erie,OLCI-S3,1271.34,4.76,32.25,40999.7,100
22/09/2017,Lake Erie,OLCI-S3,1603.44,6.01,30,48099.35,100
23/09/2017,Lake Erie,OLCI-S3,1724.58,6.46,30.03,51793.79,100
24/09/2017,Lake Erie,OLCI-S3,1683.63,6.31,31.25,52612.09,100
25/09/2017,Lake Erie,OLCI-S3,1523.34,5.71,36.11,55014.21,99.97
26/09/2017,Lake Erie,OLCI-S3,1453.86,5.45,34.13,49614.72,100
27/09/2017,Lake Erie,OLCI-S3,1346.13,5.04,30.72,41351.5,100
28/09/2017,Lake Erie,OLCI-S3,1343.16,5.03,30.64,41150.26,100
29/09/2017,Lake Erie,OLCI-S3,1235.25,4.63,30.12,37205.36,100
30/09/2017,Lake Erie,OLCI-S3,1221.12,4.58,28.48,34781.65,100
01/10/2017,Lake Erie,OLCI-S3,1226.16,4.6,26.49,32483.06,100
02/10/2017,Lake Erie,OLCI-S3,1226.61,4.6,26.5,32501.73,100
03/10/2017,Lake Erie,OLCI-S3,1212.75,4.55,25.33,30724.78,100
04/10/2017,Lake Erie,OLCI-S3,1199.97,4.5,24.79,29752.06,100
05/10/2017,Lake Erie,OLCI-S3,1189.8,4.46,23.9,28431.58,100
06/10/2017,Lake Erie,OLCI-S3,945.45,3.54,23.48,22196.24,100
07/10/2017,Lake Erie,OLCI-S3,547.02,2.05,26.82,14673.76,100
08/10/2017,Lake Erie,OLCI-S3,593.55,2.22,25.86,15349.02,100
09/10/2017,Lake Erie,OLCI-S3,603.81,2.26,25.66,15491.59,100
10/10/2017,Lake Erie,OLCI-S3,585.09,2.19,26.07,15253.88,99.96
11/10/2017,Lake Erie,OLCI-S3,729.36,2.73,24.74,18043.64,99.93
12/10/2017,Lake Erie,OLCI-S3,729.36,2.73,24.74,18043.64,99.93
13/10/2017,Lake Erie,OLCI-S3,743.76,2.79,24.82,18462.21,99.92
14/10/2017,Lake Erie,OLCI-S3,763.56,2.86,24.83,18955.38,99.88
15/10/2017,Lake Erie,OLCI-S3,739.44,2.77,25.07,18536.28,99.16
16/10/2017,Lake Erie,OLCI-S3,722.07,2.71,24.82,17918.82,99.51
17/10/2017,Lake Erie,OLCI-S3,697.32,2.61,24.62,17166.55,99.82
18/10/2017,Lake Erie,OLCI-S3,723.33,2.71,24.23,17528.38,99.78
19/10/2017,Lake Erie,OLCI-S3,606.96,2.27,23.5,14265.02,99.7
20/10/2017,Lake Erie,OLCI-S3,538.74,2.02,23.82,12833.38,99.82
21/10/2017,Lake Erie,OLCI-S3,534.51,2,23.52,12569.75,99.51
22/10/2017,Lake Erie,OLCI-S3,384.75,1.44,25.49,9806.97,99.32
23/10/2017,Lake Erie,OLCI-S3,336.06,1.26,26.75,8988.19,99.16
24/10/2017,Lake Erie,OLCI-S3,325.53,1.22,27.01,8791.56,99.17
25/10/2017,Lake Erie,OLCI-S3,325.53,1.22,27.01,8791.56,99.16
26/10/2017,Lake Erie,OLCI-S3,316.71,1.19,26.88,8513.51,99.43
27/10/2017,Lake Erie,OLCI-S3,295.11,1.11,26.74,7890.12,99.46
28/10/2017,Lake Erie,OLCI-S3,295.11,1.11,26.73,7889.32,99.46
29/10/2017,Lake Erie,OLCI-S3,295.38,1.11,26.72,7892.64,99.43
30/10/2017,Lake Erie,OLCI-S3,269.37,1.01,27.57,7426.32,99.39
31/10/2017,Lake Erie,OLCI-S3,271.08,1.02,27.47,7445.94,99.32
01/06/2018,Lake Erie,OLCI-S3,387.09,1.45,26.85,10393.6,99.4
08/06/2018,Lake Erie,OLCI-S3,349.38,1.31,23.68,8272.69,99.9
09/06/2018,Lake Erie,OLCI-S3,349.38,1.31,23.68,8272.69,99.9
13/06/2018,Lake Erie,OLCI-S3,14.58,0.05,12.87,187.65,71.65
19/06/2018,Lake Erie,OLCI-S3,14.22,0.05,12.87,182.96,73.38
20/06/2018,Lake Erie,OLCI-S3,14.22,0.05,12.87,182.96,73.38
21/06/2018,Lake Erie,OLCI-S3,13.77,0.05,12.82,176.46,73.38
22/06/2018,Lake Erie,OLCI-S3,0.27,0,11.19,3.02,50.27
23/06/2018,Lake Erie,OLCI-S3,0.9,0,26.79,24.11,61.02
24/06/2018,Lake Erie,OLCI-S3,1.8,0.01,23.61,42.5,76
25/06/2018,Lake Erie,OLCI-S3,1.8,0.01,23.61,42.5,76
26/06/2018,Lake Erie,OLCI-S3,37.26,0.14,58.95,2196.6,78.53
27/06/2018,Lake Erie,OLCI-S3,37.26,0.14,58.95,2196.6,79.05
28/06/2018,Lake Erie,OLCI-S3,184.32,0.69,48.36,8913.29,95.72
29/06/2018,Lake Erie,OLCI-S3,184.32,0.69,48.36,8913.29,95.72
30/06/2018,Lake Erie,OLCI-S3,175.77,0.66,46.37,8151.28,97.11
01/07/2018,Lake Erie,OLCI-S3,314.01,1.18,31.85,10000.15,99.99
02/07/2018,Lake Erie,OLCI-S3,193.95,0.73,40.28,7812.48,100
03/07/2018,Lake Erie,OLCI-S3,195.84,0.73,40.02,7837.73,99.99
04/07/2018,Lake Erie,OLCI-S3,172.8,0.65,44.17,7633.11,100
05/07/2018,Lake Erie,OLCI-S3,165.6,0.62,41.62,6892.35,100
06/07/2018,Lake Erie,OLCI-S3,162.63,0.61,43.42,7061.77,100
07/07/2018,Lake Erie,OLCI-S3,162.72,0.61,43.41,7063.01,100
08/07/2018,Lake Erie,OLCI-S3,170.46,0.64,44.57,7596.72,100
09/07/2018,Lake Erie,OLCI-S3,196.47,0.74,41.67,8187.4,100
10/07/2018,Lake Erie,OLCI-S3,196.2,0.74,41.7,8182.13,100
11/07/2018,Lake Erie,OLCI-S3,196.29,0.74,41.69,8183.04,100
12/07/2018,Lake Erie,OLCI-S3,227.52,0.85,36.64,8335.33,100
13/07/2018,Lake Erie,OLCI-S3,238.59,0.89,35.12,8378.73,100
14/07/2018,Lake Erie,OLCI-S3,292.14,1.09,31.26,9133.67,100
15/07/2018,Lake Erie,OLCI-S3,236.34,0.89,35.59,8412.22,100
16/07/2018,Lake Erie,OLCI-S3,244.08,0.91,35.38,8635.26,100
17/07/2018,Lake Erie,OLCI-S3,248.4,0.93,35.83,8899.8,100
18/07/2018,Lake Erie,OLCI-S3,280.62,1.05,33.18,9310.58,100
19/07/2018,Lake Erie,OLCI-S3,296.46,1.11,34.93,10353.92,100
20/07/2018,Lake Erie,OLCI-S3,323.73,1.21,33.02,10690.54,100
21/07/2018,Lake Erie,OLCI-S3,323.73,1.21,33.02,10690.54,100
22/07/2018,Lake Erie,OLCI-S3,325.98,1.22,31.38,10227.92,100
23/07/2018,Lake Erie,OLCI-S3,319.86,1.2,29.36,9390.29,100
24/07/2018,Lake Erie,OLCI-S3,325.62,1.22,29.11,9477.27,100
25/07/2018,Lake Erie,OLCI-S3,341.19,1.28,28.27,9643.74,100
26/07/2018,Lake Erie,OLCI-S3,308.88,1.16,30.84,9525.3,100
27/07/2018,Lake Erie,OLCI-S3,284.58,1.07,32.83,9343.33,100
28/07/2018,Lake Erie,OLCI-S3,258.03,0.97,34.99,9027.54,100
29/07/2018,Lake Erie,OLCI-S3,228.87,0.86,34.97,8004.66,100
30/07/2018,Lake Erie,OLCI-S3,306.09,1.15,29.8,9121.27,100
31/07/2018,Lake Erie,OLCI-S3,372.87,1.4,25.38,9461.73,99.98
01/08/2018,Lake Erie,OLCI-S3,372.87,1.4,25.38,9461.73,99.97
02/08/2018,Lake Erie,OLCI-S3,281.25,1.05,28.47,8006.26,99.97
03/08/2018,Lake Erie,OLCI-S3,280.8,1.05,28.49,8001.37,99.47
04/08/2018,Lake Erie,OLCI-S3,293.67,1.1,28.94,8498.02,99.99
05/08/2018,Lake Erie,OLCI-S3,293.76,1.1,28.93,8498.77,100
06/08/2018,Lake Erie,OLCI-S3,293.4,1.1,28.95,8494.69,100
07/08/2018,Lake Erie,OLCI-S3,303.93,1.14,27.86,8466.06,100
08/08/2018,Lake Erie,OLCI-S3,368.19,1.38,25.14,9255.34,99.98
09/08/2018,Lake Erie,OLCI-S3,360.9,1.35,23.61,8522.29,99.98
10/08/2018,Lake Erie,OLCI-S3,416.79,1.56,21.43,8931.52,100
11/08/2018,Lake Erie,OLCI-S3,429.75,1.61,20.37,8753.88,100
12/08/2018,Lake Erie,OLCI-S3,487.8,1.83,21.39,10434.43,100
13/08/2018,Lake Erie,OLCI-S3,490.59,1.84,21.33,10462.76,100
14/08/2018,Lake Erie,OLCI-S3,490.59,1.84,21.33,10462.76,100
15/08/2018,Lake Erie,OLCI-S3,490.59,1.84,21.33,10462.76,100
16/08/2018,Lake Erie,OLCI-S3,572.13,2.14,20.54,11753.9,100
17/08/2018,Lake Erie,OLCI-S3,570.87,2.14,20.56,11739.48,100
18/08/2018,Lake Erie,OLCI-S3,507.15,1.9,20.52,10408.54,99.93
19/08/2018,Lake Erie,OLCI-S3,395.64,1.48,21.57,8532.06,99.9
20/08/2018,Lake Erie,OLCI-S3,302.13,1.13,22.8,6888.35,99.92
21/08/2018,Lake Erie,OLCI-S3,301.86,1.13,22.48,6786.36,99.93
22/08/2018,Lake Erie,OLCI-S3,301.86,1.13,22.48,6786.36,99.93
23/08/2018,Lake Erie,OLCI-S3,492.12,1.84,21.29,10478.86,99.96
24/08/2018,Lake Erie,OLCI-S3,522,1.96,20.58,10742.08,100
25/08/2018,Lake Erie,OLCI-S3,522,1.96,20.58,10742.08,100
26/08/2018,Lake Erie,OLCI-S3,509.67,1.91,20.88,10643.64,100
27/08/2018,Lake Erie,OLCI-S3,475.11,1.78,20.72,9846.37,99.98
28/08/2018,Lake Erie,OLCI-S3,477.09,1.79,21.17,10101.9,100
29/08/2018,Lake Erie,OLCI-S3,439.38,1.65,21.45,9423.69,100
30/08/2018,Lake Erie,OLCI-S3,439.38,1.65,21.45,9423.69,100
31/08/2018,Lake Erie,OLCI-S3,489.24,1.83,20.72,10139.35,100
01/09/2018,Lake Erie,OLCI-S3,481.68,1.81,20.84,10037.34,100
02/09/2018,Lake Erie,OLCI-S3,519.21,1.95,21.52,11171.84,100
03/09/2018,Lake Erie,OLCI-S3,559.8,2.1,22.16,12407.69,100
04/09/2018,Lake Erie,OLCI-S3,533.07,2,22.77,12137.95,100
05/09/2018,Lake Erie,OLCI-S3,507.42,1.9,23.1,11722.62,100
06/09/2018,Lake Erie,OLCI-S3,473.31,1.77,22.13,10472.55,99.99
07/09/2018,Lake Erie,OLCI-S3,484.47,1.82,22.53,10917.39,99.99
08/09/2018,Lake Erie,OLCI-S3,484.47,1.82,22.53,10917.39,99.99
09/09/2018,Lake Erie,OLCI-S3,484.47,1.82,22.53,10917.39,99.99
10/09/2018,Lake Erie,OLCI-S3,510.84,1.91,22.57,11530.58,99.99
11/09/2018,Lake Erie,OLCI-S3,504.72,1.89,22.05,11128.27,99.98
12/09/2018,Lake Erie,OLCI-S3,570.96,2.14,21.75,12417.98,99.98
13/09/2018,Lake Erie,OLCI-S3,568.08,2.13,21.67,12312.57,99.98
14/09/2018,Lake Erie,OLCI-S3,502.65,1.88,22.69,11405.78,99.92
15/09/2018,Lake Erie,OLCI-S3,492.57,1.85,22.61,11138.44,99.94
16/09/2018,Lake Erie,OLCI-S3,399.78,1.5,23,9195.38,99.95
18/09/2018,Lake Erie,OLCI-S3,282.06,1.06,25.45,7179.22,99.85
19/09/2018,Lake Erie,OLCI-S3,209.07,0.78,27.67,5785.24,99.24
20/09/2018,Lake Erie,OLCI-S3,195.66,0.73,26.78,5239.79,99.26
21/09/2018,Lake Erie,OLCI-S3,161.64,0.61,28.56,4616.76,99.86
22/09/2018,Lake Erie,OLCI-S3,161.64,0.61,28.56,4616.76,99.86
23/09/2018,Lake Erie,OLCI-S3,166.41,0.62,28.16,4685.59,99.86
24/09/2018,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86
25/09/2018,Lake Erie,OLCI-S3,165.69,0.62,28.23,4677.99,99.86
26/09/2018,Lake Erie,OLCI-S3,164.61,0.62,28.34,4665.34,99.86
27/09/2018,Lake Erie,OLCI-S3,165.69,0.62,27.22,4510.6,99.86
28/09/2018,Lake Erie,OLCI-S3,168.93,0.63,27.36,4622.53,99.91
29/09/2018,Lake Erie,OLCI-S3,169.2,0.63,27.14,4592.56,99.91
30/09/2018,Lake Erie,OLCI-S3,166.68,0.62,26.56,4427.8,99.91
01/10/2018,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91
02/10/2018,Lake Erie,OLCI-S3,164.07,0.61,25.82,4236.66,99.91
03/10/2018,Lake Erie,OLCI-S3,160.56,0.6,24.27,3896.95,99.89
04/10/2018,Lake Erie,OLCI-S3,163.98,0.61,25.08,4113,99.88
05/10/2018,Lake Erie,OLCI-S3,189.18,0.71,23.57,4458.1,99.23
06/10/2018,Lake Erie,OLCI-S3,182.25,0.68,23.03,4197.11,99.46
07/10/2018,Lake Erie,OLCI-S3,175.32,0.66,23.22,4070.56,99.19
08/10/2018,Lake Erie,OLCI-S3,175.77,0.66,23.26,4087.97,99.06
09/10/2018,Lake Erie,OLCI-S3,157.86,0.59,24.85,3923.31,99.9
10/10/2018,Lake Erie,OLCI-S3,153.36,0.57,24.9,3818.86,99.9
11/10/2018,Lake Erie,OLCI-S3,153.54,0.58,25.53,3919.77,99.9
12/10/2018,Lake Erie,OLCI-S3,144.18,0.54,24.65,3554.07,99.84
13/10/2018,Lake Erie,OLCI-S3,144.9,0.54,25.21,3652.48,99.86
14/10/2018,Lake Erie,OLCI-S3,146.52,0.55,26.32,3855.88,99.95
15/10/2018,Lake Erie,OLCI-S3,146.88,0.55,27.19,3993.68,99.95
16/10/2018,Lake Erie,OLCI-S3,157.23,0.59,28.52,4483.52,99.95
17/10/2018,Lake Erie,OLCI-S3,157.32,0.59,28.51,4484.44,99.95
18/10/2018,Lake Erie,OLCI-S3,161.01,0.6,28.4,4572.04,99.96
19/10/2018,Lake Erie,OLCI-S3,161.01,0.6,28.4,4572.04,99.96
20/10/2018,Lake Erie,OLCI-S3,163.8,0.61,29.1,4766.69,99.96
21/10/2018,Lake Erie,OLCI-S3,166.77,0.63,28.78,4799.49,99.96
22/10/2018,Lake Erie,OLCI-S3,171.45,0.64,27.99,4799.37,99.97
23/10/2018,Lake Erie,OLCI-S3,182.61,0.68,27.51,5023.69,99.88
24/10/2018,Lake Erie,OLCI-S3,195.75,0.73,26.9,5264.79,98.88
25/10/2018,Lake Erie,OLCI-S3,190.35,0.71,27.2,5177.98,98.97
26/10/2018,Lake Erie,OLCI-S3,190.53,0.71,27.2,5182.72,99.13
